dates,start,visitor,pts_visitor,home,pts_home,ot,attendance,arena,urls,id
"Sun, Dec 31, 2017",5:00p,Minnesota Timberwolves,107,Indiana Pacers,90,,"17,923",Bankers Life Fieldhouse,https://www.basketball-reference.com/boxscores/pbp/201712310IND.html,201712310IND
"Sun, Dec 31, 2017",5:30p,Brooklyn Nets,105,Boston Celtics,108,,"18,624",TD Garden,https://www.basketball-reference.com/boxscores/pbp/201712310BOS.html,201712310BOS
"Sun, Dec 31, 2017",7:00p,Los Angeles Lakers,142,Houston Rockets,148,2OT,"18,179",Toyota Center,https://www.basketball-reference.com/boxscores/pbp/201712310HOU.html,201712310HOU
"Sun, Dec 31, 2017",7:00p,Charlotte Hornets,98,Los Angeles Clippers,106,,"17,348",STAPLES Center,https://www.basketball-reference.com/boxscores/pbp/201712310LAC.html,201712310LAC
"Sun, Dec 31, 2017",7:00p,Dallas Mavericks,116,Oklahoma City Thunder,113,,"18,203",Chesapeake Energy Arena,https://www.basketball-reference.com/boxscores/pbp/201712310OKC.html,201712310OKC
"Sun, Dec 31, 2017",7:00p,Memphis Grizzlies,114,Sacramento Kings,96,,"17,583",Golden 1 Center,https://www.basketball-reference.com/boxscores/pbp/201712310SAC.html,201712310SAC
"Sun, Dec 31, 2017",8:00p,Philadelphia 76ers,123,Phoenix Suns,110,,"16,983",Talking Stick Resort Arena,https://www.basketball-reference.com/boxscores/pbp/201712310PHO.html,201712310PHO
"Mon, Jan 1, 2018",7:30p,Orlando Magic,95,Brooklyn Nets,98,,"16,164",Barclays Center,https://www.basketball-reference.com/boxscores/pbp/201801010BRK.html,201801010BRK
"Mon, Jan 1, 2018",7:30p,Milwaukee Bucks,127,Toronto Raptors,131,OT,"19,800",Air Canada Centre,https://www.basketball-reference.com/boxscores/pbp/201801010TOR.html,201801010TOR
"Mon, Jan 1, 2018",8:00p,Portland Trail Blazers,124,Chicago Bulls,120,OT,"20,860",United Center,https://www.basketball-reference.com/boxscores/pbp/201801010CHI.html,201801010CHI
"Mon, Jan 1, 2018",8:00p,Los Angeles Lakers,96,Minnesota Timberwolves,114,,"18,978",Target Center,https://www.basketball-reference.com/boxscores/pbp/201801010MIN.html,201801010MIN
"Tue, Jan 2, 2018",7:00p,Portland Trail Blazers,110,Cleveland Cavaliers,127,,"20,562",Quicken Loans Arena,https://www.basketball-reference.com/boxscores/pbp/201801020CLE.html,201801020CLE
"Tue, Jan 2, 2018",7:30p,San Antonio Spurs,100,New York Knicks,91,,"19,812",Madison Square Garden (IV),https://www.basketball-reference.com/boxscores/pbp/201801020NYK.html,201801020NYK
"Tue, Jan 2, 2018",9:00p,Atlanta Hawks,103,Phoenix Suns,104,,"15,921",Talking Stick Resort Arena,https://www.basketball-reference.com/boxscores/pbp/201801020PHO.html,201801020PHO
"Tue, Jan 2, 2018",10:00p,Charlotte Hornets,131,Sacramento Kings,111,,"17,583",Golden 1 Center,https://www.basketball-reference.com/boxscores/pbp/201801020SAC.html,201801020SAC
"Tue, Jan 2, 2018",10:30p,Memphis Grizzlies,105,Los Angeles Clippers,113,,"15,711",STAPLES Center,https://www.basketball-reference.com/boxscores/pbp/201801020LAC.html,201801020LAC
"Wed, Jan 3, 2018",7:00p,Houston Rockets,116,Orlando Magic,98,,"18,588",Amway Center,https://www.basketball-reference.com/boxscores/pbp/201801030ORL.html,201801030ORL
"Wed, Jan 3, 2018",7:00p,San Antonio Spurs,106,Philadelphia 76ers,112,,"20,642",Wells Fargo Center,https://www.basketball-reference.com/boxscores/pbp/201801030PHI.html,201801030PHI
"Wed, Jan 3, 2018",7:00p,New York Knicks,103,Washington Wizards,121,,"17,206",Capital One Arena,https://www.basketball-reference.com/boxscores/pbp/201801030WAS.html,201801030WAS
"Wed, Jan 3, 2018",7:30p,Minnesota Timberwolves,97,Brooklyn Nets,98,,"16,215",Barclays Center,https://www.basketball-reference.com/boxscores/pbp/201801030BRK.html,201801030BRK
"Wed, Jan 3, 2018",7:30p,Detroit Pistons,104,Miami Heat,111,,"19,600",AmericanAirlines Arena,https://www.basketball-reference.com/boxscores/pbp/201801030MIA.html,201801030MIA
"Wed, Jan 3, 2018",8:00p,Cleveland Cavaliers,88,Boston Celtics,102,,"18,624",TD Garden,https://www.basketball-reference.com/boxscores/pbp/201801030BOS.html,201801030BOS
"Wed, Jan 3, 2018",8:00p,Toronto Raptors,124,Chicago Bulls,115,,"20,056",United Center,https://www.basketball-reference.com/boxscores/pbp/201801030CHI.html,201801030CHI
"Wed, Jan 3, 2018",8:00p,Indiana Pacers,101,Milwaukee Bucks,122,,"15,613",BMO Harris Bradley Center,https://www.basketball-reference.com/boxscores/pbp/201801030MIL.html,201801030MIL
"Wed, Jan 3, 2018",8:30p,Golden State Warriors,125,Dallas Mavericks,122,,"20,212",American Airlines Center,https://www.basketball-reference.com/boxscores/pbp/201801030DAL.html,201801030DAL
"Wed, Jan 3, 2018",9:00p,Phoenix Suns,111,Denver Nuggets,134,,"14,079",Pepsi Center,https://www.basketball-reference.com/boxscores/pbp/201801030DEN.html,201801030DEN
"Wed, Jan 3, 2018",9:00p,New Orleans Pelicans,108,Utah Jazz,98,,"18,306",Vivint Smart Home Arena,https://www.basketball-reference.com/boxscores/pbp/201801030UTA.html,201801030UTA
"Wed, Jan 3, 2018",10:30p,Oklahoma City Thunder,133,Los Angeles Lakers,96,,"18,997",STAPLES Center,https://www.basketball-reference.com/boxscores/pbp/201801030LAL.html,201801030LAL
"Thu, Jan 4, 2018",8:00p,Golden State Warriors,124,Houston Rockets,114,,"18,055",Toyota Center,https://www.basketball-reference.com/boxscores/pbp/201801040HOU.html,201801040HOU
"Thu, Jan 4, 2018",10:30p,Oklahoma City Thunder,127,Los Angeles Clippers,117,,"19,068",STAPLES Center,https://www.basketball-reference.com/boxscores/pbp/201801040LAC.html,201801040LAC
"Fri, Jan 5, 2018",7:00p,Minnesota Timberwolves,84,Boston Celtics,91,,"18,624",TD Garden,https://www.basketball-reference.com/boxscores/pbp/201801050BOS.html,201801050BOS
"Fri, Jan 5, 2018",7:00p,Detroit Pistons,78,Philadelphia 76ers,114,,"20,592",Wells Fargo Center,https://www.basketball-reference.com/boxscores/pbp/201801050PHI.html,201801050PHI
"Fri, Jan 5, 2018",8:00p,New York Knicks,103,Miami Heat,107,OT,"19,600",AmericanAirlines Arena,https://www.basketball-reference.com/boxscores/pbp/201801050MIA.html,201801050MIA
"Fri, Jan 5, 2018",8:00p,Toronto Raptors,129,Milwaukee Bucks,110,,"18,717",BMO Harris Bradley Center,https://www.basketball-reference.com/boxscores/pbp/201801050MIL.html,201801050MIL
"Fri, Jan 5, 2018",8:30p,Chicago Bulls,127,Dallas Mavericks,124,,"20,073",American Airlines Center,https://www.basketball-reference.com/boxscores/pbp/201801050DAL.html,201801050DAL
"Fri, Jan 5, 2018",8:30p,Phoenix Suns,89,San Antonio Spurs,103,,"18,501",AT&T Center,https://www.basketball-reference.com/boxscores/pbp/201801050SAS.html,201801050SAS
"Fri, Jan 5, 2018",9:00p,Utah Jazz,91,Denver Nuggets,99,,"15,557",Pepsi Center,https://www.basketball-reference.com/boxscores/pbp/201801050DEN.html,201801050DEN
"Fri, Jan 5, 2018",9:30p,Washington Wizards,102,Memphis Grizzlies,100,,"16,988",FedEx Forum,https://www.basketball-reference.com/boxscores/pbp/201801050MEM.html,201801050MEM
"Fri, Jan 5, 2018",10:00p,Atlanta Hawks,89,Portland Trail Blazers,110,,"19,393",Moda Center,https://www.basketball-reference.com/boxscores/pbp/201801050POR.html,201801050POR
"Fri, Jan 5, 2018",10:30p,Charlotte Hornets,108,Los Angeles Lakers,94,,"18,997",STAPLES Center,https://www.basketball-reference.com/boxscores/pbp/201801050LAL.html,201801050LAL
"Sat, Jan 6, 2018",3:30p,Golden State Warriors,121,Los Angeles Clippers,105,,"19,068",STAPLES Center,https://www.basketball-reference.com/boxscores/pbp/201801060LAC.html,201801060LAC
"Sat, Jan 6, 2018",6:00p,Boston Celtics,87,Brooklyn Nets,85,,"17,732",Barclays Center,https://www.basketball-reference.com/boxscores/pbp/201801060BRK.html,201801060BRK
"Sat, Jan 6, 2018",7:00p,Houston Rockets,101,Detroit Pistons,108,,"18,046",Little Caesars Arena,https://www.basketball-reference.com/boxscores/pbp/201801060DET.html,201801060DET
"Sat, Jan 6, 2018",7:00p,Chicago Bulls,86,Indiana Pacers,125,,"17,923",Bankers Life Fieldhouse,https://www.basketball-reference.com/boxscores/pbp/201801060IND.html,201801060IND
"Sat, Jan 6, 2018",7:00p,Cleveland Cavaliers,131,Orlando Magic,127,,"18,997",Amway Center,https://www.basketball-reference.com/boxscores/pbp/201801060ORL.html,201801060ORL
"Sat, Jan 6, 2018",8:00p,Milwaukee Bucks,110,Washington Wizards,103,,"18,762",Capital One Arena,https://www.basketball-reference.com/boxscores/pbp/201801060WAS.html,201801060WAS
"Sat, Jan 6, 2018",9:00p,New Orleans Pelicans,98,Minnesota Timberwolves,116,,"18,978",Target Center,https://www.basketball-reference.com/boxscores/pbp/201801060MIN.html,201801060MIN
"Sat, Jan 6, 2018",10:00p,Denver Nuggets,98,Sacramento Kings,106,,"17,583",Golden 1 Center,https://www.basketball-reference.com/boxscores/pbp/201801060SAC.html,201801060SAC
"Sun, Jan 7, 2018",3:30p,Utah Jazz,102,Miami Heat,103,,"19,600",AmericanAirlines Arena,https://www.basketball-reference.com/boxscores/pbp/201801070MIA.html,201801070MIA
"Sun, Jan 7, 2018",7:00p,New York Knicks,100,Dallas Mavericks,96,,"20,171",American Airlines Center,https://www.basketball-reference.com/boxscores/pbp/201801070DAL.html,201801070DAL
"Sun, Jan 7, 2018",8:00p,Oklahoma City Thunder,100,Phoenix Suns,114,,"18,055",Talking Stick Resort Arena,https://www.basketball-reference.com/boxscores/pbp/201801070PHO.html,201801070PHO
"Sun, Jan 7, 2018",9:00p,San Antonio Spurs,110,Portland Trail Blazers,111,,"19,393",Moda Center,https://www.basketball-reference.com/boxscores/pbp/201801070POR.html,201801070POR
"Sun, Jan 7, 2018",9:30p,Atlanta Hawks,113,Los Angeles Lakers,132,,"18,997",STAPLES Center,https://www.basketball-reference.com/boxscores/pbp/201801070LAL.html,201801070LAL
"Mon, Jan 8, 2018",7:00p,Milwaukee Bucks,96,Indiana Pacers,109,,"14,670",Bankers Life Fieldhouse,https://www.basketball-reference.com/boxscores/pbp/201801080IND.html,201801080IND
"Mon, Jan 8, 2018",7:30p,Toronto Raptors,114,Brooklyn Nets,113,OT,"13,681",Barclays Center,https://www.basketball-reference.com/boxscores/pbp/201801080BRK.html,201801080BRK
"Mon, Jan 8, 2018",8:00p,Houston Rockets,116,Chicago Bulls,107,,"17,462",United Center,https://www.basketball-reference.com/boxscores/pbp/201801080CHI.html,201801080CHI
"Mon, Jan 8, 2018",8:00p,Cleveland Cavaliers,99,Minnesota Timberwolves,127,,"18,978",Target Center,https://www.basketball-reference.com/boxscores/pbp/201801080MIN.html,201801080MIN
"Mon, Jan 8, 2018",8:00p,Detroit Pistons,109,New Orleans Pelicans,112,,"12,874",Smoothie King Center,https://www.basketball-reference.com/boxscores/pbp/201801080NOP.html,201801080NOP
"Mon, Jan 8, 2018",10:00p,San Antonio Spurs,107,Sacramento Kings,100,,"17,583",Golden 1 Center,https://www.basketball-reference.com/boxscores/pbp/201801080SAC.html,201801080SAC
"Mon, Jan 8, 2018",10:30p,Denver Nuggets,114,Golden State Warriors,124,,"19,596",Oracle Arena,https://www.basketball-reference.com/boxscores/pbp/201801080GSW.html,201801080GSW
"Mon, Jan 8, 2018",10:30p,Atlanta Hawks,107,Los Angeles Clippers,108,,"14,624",STAPLES Center,https://www.basketball-reference.com/boxscores/pbp/201801080LAC.html,201801080LAC
"Tue, Jan 9, 2018",7:30p,Miami Heat,90,Toronto Raptors,89,,"19,800",Air Canada Centre,https://www.basketball-reference.com/boxscores/pbp/201801090TOR.html,201801090TOR
"Tue, Jan 9, 2018",8:00p,Portland Trail Blazers,117,Oklahoma City Thunder,106,,"18,203",Chesapeake Energy Arena,https://www.basketball-reference.com/boxscores/pbp/201801090OKC.html,201801090OKC
"Tue, Jan 9, 2018",8:30p,Orlando Magic,99,Dallas Mavericks,114,,"19,306",American Airlines Center,https://www.basketball-reference.com/boxscores/pbp/201801090DAL.html,201801090DAL
"Tue, Jan 9, 2018",10:30p,Sacramento Kings,86,Los Angeles Lakers,99,,"18,997",STAPLES Center,https://www.basketball-reference.com/boxscores/pbp/201801090LAL.html,201801090LAL
"Wed, Jan 10, 2018",7:00p,Dallas Mavericks,115,Charlotte Hornets,111,,"14,462",Spectrum Center,https://www.basketball-reference.com/boxscores/pbp/201801100CHO.html,201801100CHO
"Wed, Jan 10, 2018",7:00p,Miami Heat,114,Indiana Pacers,106,,"14,540",Bankers Life Fieldhouse,https://www.basketball-reference.com/boxscores/pbp/201801100IND.html,201801100IND
"Wed, Jan 10, 2018",7:00p,Utah Jazz,107,Washington Wizards,104,,"15,640",Capital One Arena,https://www.basketball-reference.com/boxscores/pbp/201801100WAS.html,201801100WAS
"Wed, Jan 10, 2018",7:30p,Detroit Pistons,114,Brooklyn Nets,80,,"13,457",Barclays Center,https://www.basketball-reference.com/boxscores/pbp/201801100BRK.html,201801100BRK
"Wed, Jan 10, 2018",7:30p,Chicago Bulls,122,New York Knicks,119,2OT,"19,812",Madison Square Garden (IV),https://www.basketball-reference.com/boxscores/pbp/201801100NYK.html,201801100NYK
"Wed, Jan 10, 2018",8:00p,Portland Trail Blazers,112,Houston Rockets,121,,"18,055",Toyota Center,https://www.basketball-reference.com/boxscores/pbp/201801100HOU.html,201801100HOU
"Wed, Jan 10, 2018",8:00p,New Orleans Pelicans,102,Memphis Grizzlies,105,,"14,312",FedEx Forum,https://www.basketball-reference.com/boxscores/pbp/201801100MEM.html,201801100MEM
"Wed, Jan 10, 2018",8:00p,Orlando Magic,103,Milwaukee Bucks,110,,"14,543",BMO Harris Bradley Center,https://www.basketball-reference.com/boxscores/pbp/201801100MIL.html,201801100MIL
"Wed, Jan 10, 2018",8:00p,Oklahoma City Thunder,88,Minnesota Timberwolves,104,,"18,978",Target Center,https://www.basketball-reference.com/boxscores/pbp/201801100MIN.html,201801100MIN
"Wed, Jan 10, 2018",9:00p,Atlanta Hawks,110,Denver Nuggets,97,,"14,182",Pepsi Center,https://www.basketball-reference.com/boxscores/pbp/201801100DEN.html,201801100DEN
"Wed, Jan 10, 2018",10:30p,Los Angeles Clippers,125,Golden State Warriors,106,,"19,596",Oracle Arena,https://www.basketball-reference.com/boxscores/pbp/201801100GSW.html,201801100GSW
"Thu, Jan 11, 2018",3:00p,Boston Celtics,114,Philadelphia 76ers,103,,"19,078",The O2 Arena,https://www.basketball-reference.com/boxscores/pbp/201801110PHI.html,201801110PHI
"Thu, Jan 11, 2018",8:00p,Cleveland Cavaliers,99,Toronto Raptors,133,,"19,923",Air Canada Centre,https://www.basketball-reference.com/boxscores/pbp/201801110TOR.html,201801110TOR
"Thu, Jan 11, 2018",10:00p,Los Angeles Clippers,121,Sacramento Kings,115,,"17,583",Golden 1 Center,https://www.basketball-reference.com/boxscores/pbp/201801110SAC.html,201801110SAC
"Thu, Jan 11, 2018",10:30p,San Antonio Spurs,81,Los Angeles Lakers,93,,"18,997",STAPLES Center,https://www.basketball-reference.com/boxscores/pbp/201801110LAL.html,201801110LAL
"Fri, Jan 12, 2018",7:00p,Utah Jazz,88,Charlotte Hornets,99,,"14,848",Spectrum Center,https://www.basketball-reference.com/boxscores/pbp/201801120CHO.html,201801120CHO
"Fri, Jan 12, 2018",7:00p,Cleveland Cavaliers,95,Indiana Pacers,97,,"17,923",Bankers Life Fieldhouse,https://www.basketball-reference.com/boxscores/pbp/201801120IND.html,201801120IND
"Fri, Jan 12, 2018",7:00p,Orlando Magic,119,Washington Wizards,125,,"18,171",Capital One Arena,https://www.basketball-reference.com/boxscores/pbp/201801120WAS.html,201801120WAS
"Fri, Jan 12, 2018",7:30p,Brooklyn Nets,110,Atlanta Hawks,105,,"13,093",Philips Arena,https://www.basketball-reference.com/boxscores/pbp/201801120ATL.html,201801120ATL
"Fri, Jan 12, 2018",8:00p,Golden State Warriors,108,Milwaukee Bucks,94,,"18,717",BMO Harris Bradley Center,https://www.basketball-reference.com/boxscores/pbp/201801120MIL.html,201801120MIL
"Fri, Jan 12, 2018",8:00p,New York Knicks,108,Minnesota Timberwolves,118,,"18,978",Target Center,https://www.basketball-reference.com/boxscores/pbp/201801120MIN.html,201801120MIN
"Fri, Jan 12, 2018",8:00p,Portland Trail Blazers,113,New Orleans Pelicans,119,,"17,003",Smoothie King Center,https://www.basketball-reference.com/boxscores/pbp/201801120NOP.html,201801120NOP
"Fri, Jan 12, 2018",9:00p,Memphis Grizzlies,78,Denver Nuggets,87,,"15,607",Pepsi Center,https://www.basketball-reference.com/boxscores/pbp/201801120DEN.html,201801120DEN
"Fri, Jan 12, 2018",10:30p,Houston Rockets,112,Phoenix Suns,95,,"18,055",Talking Stick Resort Arena,https://www.basketball-reference.com/boxscores/pbp/201801120PHO.html,201801120PHO
"Sat, Jan 13, 2018",2:00p,Los Angeles Lakers,107,Dallas Mavericks,101,OT,"20,209",American Airlines Center,https://www.basketball-reference.com/boxscores/pbp/201801130DAL.html,201801130DAL
"Sat, Jan 13, 2018",3:30p,Sacramento Kings,105,Los Angeles Clippers,126,,"16,656",STAPLES Center,https://www.basketball-reference.com/boxscores/pbp/201801130LAC.html,201801130LAC
"Sat, Jan 13, 2018",5:00p,Oklahoma City Thunder,101,Charlotte Hornets,91,,"19,624",Spectrum Center,https://www.basketball-reference.com/boxscores/pbp/201801130CHO.html,201801130CHO
"Sat, Jan 13, 2018",7:00p,Brooklyn Nets,113,Washington Wizards,119,OT,"18,354",Capital One Arena,https://www.basketball-reference.com/boxscores/pbp/201801130WAS.html,201801130WAS
"Sat, Jan 13, 2018",7:30p,Golden State Warriors,127,Toronto Raptors,125,,"20,078",Air Canada Centre,https://www.basketball-reference.com/boxscores/pbp/201801130TOR.html,201801130TOR
"Sat, Jan 13, 2018",8:00p,Detroit Pistons,105,Chicago Bulls,107,,"21,613",United Center,https://www.basketball-reference.com/boxscores/pbp/201801130CHI.html,201801130CHI
"Sat, Jan 13, 2018",8:30p,Denver Nuggets,80,San Antonio Spurs,112,,"18,418",AT&T Center,https://www.basketball-reference.com/boxscores/pbp/201801130SAS.html,201801130SAS
"Sun, Jan 14, 2018",1:00p,Milwaukee Bucks,79,Miami Heat,97,,"19,600",AmericanAirlines Arena,https://www.basketball-reference.com/boxscores/pbp/201801140MIA.html,201801140MIA
"Sun, Jan 14, 2018",3:30p,New Orleans Pelicans,123,New York Knicks,118,OT,"19,812",Madison Square Garden (IV),https://www.basketball-reference.com/boxscores/pbp/201801140NYK.html,201801140NYK
"Sun, Jan 14, 2018",8:00p,Indiana Pacers,120,Phoenix Suns,97,,"17,091",Talking Stick Resort Arena,https://www.basketball-reference.com/boxscores/pbp/201801140PHO.html,201801140PHO
"Sun, Jan 14, 2018",9:00p,Portland Trail Blazers,103,Minnesota Timberwolves,120,,"14,739",Target Center,https://www.basketball-reference.com/boxscores/pbp/201801140MIN.html,201801140MIN
"Mon, Jan 15, 2018",12:30p,Charlotte Hornets,118,Detroit Pistons,107,,"17,200",Little Caesars Arena,https://www.basketball-reference.com/boxscores/pbp/201801150DET.html,201801150DET
"Mon, Jan 15, 2018",1:00p,Toronto Raptors,111,Philadelphia 76ers,117,,"20,637",Wells Fargo Center,https://www.basketball-reference.com/boxscores/pbp/201801150PHI.html,201801150PHI
"Mon, Jan 15, 2018",2:00p,Milwaukee Bucks,104,Washington Wizards,95,,"19,607",Capital One Arena,https://www.basketball-reference.com/boxscores/pbp/201801150WAS.html,201801150WAS
"Mon, Jan 15, 2018",3:00p,San Antonio Spurs,99,Atlanta Hawks,102,,"15,806",Philips Arena,https://www.basketball-reference.com/boxscores/pbp/201801150ATL.html,201801150ATL
"Mon, Jan 15, 2018",3:00p,New York Knicks,119,Brooklyn Nets,104,,"17,732",Barclays Center,https://www.basketball-reference.com/boxscores/pbp/201801150BRK.html,201801150BRK
"Mon, Jan 15, 2018",3:30p,Miami Heat,111,Chicago Bulls,119,,"20,546",United Center,https://www.basketball-reference.com/boxscores/pbp/201801150CHI.html,201801150CHI
"Mon, Jan 15, 2018",5:30p,Los Angeles Lakers,114,Memphis Grizzlies,123,,"17,794",FedEx Forum,https://www.basketball-reference.com/boxscores/pbp/201801150MEM.html,201801150MEM
"Mon, Jan 15, 2018",8:00p,Golden State Warriors,118,Cleveland Cavaliers,108,,"20,562",Quicken Loans Arena,https://www.basketball-reference.com/boxscores/pbp/201801150CLE.html,201801150CLE
"Mon, Jan 15, 2018",8:00p,Sacramento Kings,88,Oklahoma City Thunder,95,,"18,203",Chesapeake Energy Arena,https://www.basketball-reference.com/boxscores/pbp/201801150OKC.html,201801150OKC
